,Issue No,Issue Date,Gazette Number,Category,Department,URL,Deleted,Archived URL,Archived Date
325,157,2009-06-30,Part IV—Section 1,Tamil Nadu Bills,BILLS : No. 14 & 15 of 2009,http://www.stationeryprinting.tn.gov.in/extraordinary/2009/157-Ex-IV-1.pdf,False,https://web.archive.org/web/20220811213343/http://www.stationeryprinting.tn.gov.in/extraordinary/2009/157-Ex-IV-1.pdf,2022-08-11 21:33:43
326,156,2009-06-30,Part II—Section 2,Notifications or Orders of interest to a section of the public issued by Secretariat Departments,HIGHER EDUCATION DEPARTMENT - CONSTITUTION OF ACADEMIC COUNCIL AND NOMINATION OF MEMBERS OF TAMIL NADU TEACHERS EDUCATION UNIVERSITY UNDER TAMIL NADU TEACHERS EDUCATION UNIVERSITY ACT.,http://www.stationeryprinting.tn.gov.in/extraordinary/2009/156-Ex-II-2.pdf,False,https://web.archive.org/web/20220811213345/http://www.stationeryprinting.tn.gov.in/extraordinary/2009/156-Ex-II-2.pdf,2022-08-11 21:33:45
327,155,2009-06-29,Part II—Section 2,Notifications or Orders of interest to a section of the public issued by Secretariat Departments,HIGHER EDUCATION DEPARTMENT - CONSTITUTION OF SYNDICATE AND NOMINATION OF MEMBERS OF TAMIL NADU TEACHERS EDUCATION UNIVERSITY UNDER TAMIL NADU TEACHERS EDUCATION UNIVERSITY ACT.,http://www.stationeryprinting.tn.gov.in/extraordinary/2009/155-Ex-II-2.pdf,False,https://web.archive.org/web/20220811213348/http://www.stationeryprinting.tn.gov.in/extraordinary/2009/155-Ex-II-2.pdf,2022-08-11 21:33:48
328,154,2009-06-25,Part IV—Section 1,Tamil Nadu Bills,BILL No. 13 of 2009 (Eng.),http://www.stationeryprinting.tn.gov.in/extraordinary/2009/154-Ex-IV-1.pdf,False,https://web.archive.org/web/20220811213350/http://www.stationeryprinting.tn.gov.in/extraordinary/2009/154-Ex-IV-1.pdf,2022-08-11 21:33:50
329,154,2009-06-25,Part IV—Section 1,Tamil Nadu Bills A,BILL No. 13 of 2009 (Tam.),http://www.stationeryprinting.tn.gov.in/extraordinary/2009/154-Ex-IV-1(A).pdf,False,https://web.archive.org/web/20220811213353/http://www.stationeryprinting.tn.gov.in/extraordinary/2009/154-Ex-IV-1(A).pdf,2022-08-11 21:33:53
330,153,2009-06-25,Part VI—Section 2,"Notifications or Orders of interest to a section of the public issued by Heads of Departments, etc.","TAMIL NADU STATE ELECTION COMMISSION, CHENNAI-600 026 - Urban Local Bodies July 2009.",http://www.stationeryprinting.tn.gov.in/extraordinary/2009/153-Ex-VI-2.pdf,False,https://web.archive.org/web/20220811213356/http://www.stationeryprinting.tn.gov.in/extraordinary/2009/153-Ex-VI-2.pdf,2022-08-11 21:33:56
331,152,2009-06-24,Part IV—Section 1,Tamil Nadu Bills,Tamil Nadu Bills Nos. 10 to 12 of 2009 (Eng.),http://www.stationeryprinting.tn.gov.in/extraordinary/2009/152-Ex-IV-1.pdf,False,https://web.archive.org/web/20220811213358/http://www.stationeryprinting.tn.gov.in/extraordinary/2009/152-Ex-IV-1.pdf,2022-08-11 21:33:58
332,152,2009-06-24,Part IV—Section 1,Tamil Nadu Bills A,Tamil Nadu Bills Nos. 10 to 12 of 2009 (Tam.),http://www.stationeryprinting.tn.gov.in/extraordinary/2009/152-Ex-IV-1(A).pdf,False,https://web.archive.org/web/20220811213400/http://www.stationeryprinting.tn.gov.in/extraordinary/2009/152-Ex-IV-1(A).pdf,2022-08-11 21:34:00
333,151,2009-06-23,Part II—Section 2,Notifications or Orders of interest to a section of the public issued by Secretariat Departments.,"BACKWARD CLASSES, MOST BACKWARD CLASSES AND MINORITIES WELFARE DEPARTMENT - APPOINTMENT OF THIRU KAVIKO ABDUL RAHMAN, CHAIRMAN, TAMIL NADU WAKF BOARD AS MEMBER OF TAMIL NADU STATE HAJJ COMMITTEE UNDER HAJJ COMMITTEE ACT.",http://www.stationeryprinting.tn.gov.in/extraordinary/2009/151-Ex-II-2.pdf,False,https://web.archive.org/web/20220811213403/http://www.stationeryprinting.tn.gov.in/extraordinary/2009/151-Ex-II-2.pdf,2022-08-11 21:34:03
334,150,2009-06-23,Part IV—Section 1,Tamil Nadu Bills,Tamil Nadu Bills No. 9 of 2009 (Eng.),http://www.stationeryprinting.tn.gov.in/extraordinary/2009/150-Ex-IV-1.pdf,False,https://web.archive.org/web/20220811213405/http://www.stationeryprinting.tn.gov.in/extraordinary/2009/150-Ex-IV-1.pdf,2022-08-11 21:34:05
335,150,2009-06-23,Part IV—Section 1,Tamil Nadu Bills A,Tamil Nadu Bills No. 9 of 2009 (Tam.),http://www.stationeryprinting.tn.gov.in/extraordinary/2009/150-Ex-IV-1(A).pdf,False,https://web.archive.org/web/20220811213408/http://www.stationeryprinting.tn.gov.in/extraordinary/2009/150-Ex-IV-1(A).pdf,2022-08-11 21:34:08
336,149,2009-06-22,Part IV—Section 1,Tamil Nadu Bills,Tamil Nadu Bills Nos. 6 to 8 of 2009 (Eng.),http://www.stationeryprinting.tn.gov.in/extraordinary/2009/149-Ex-IV-1.pdf,False,https://web.archive.org/web/20220811213411/http://www.stationeryprinting.tn.gov.in/extraordinary/2009/149-Ex-IV-1.pdf,2022-08-11 21:34:11
337,149,2009-06-22,Part IV—Section 1,Tamil Nadu Bill A,Tamil Nadu Bills Nos. 6 to 8 of 2009 (Tam.),http://www.stationeryprinting.tn.gov.in/extraordinary/2009/149-Ex-IV-1(A).pdf,False,https://web.archive.org/web/20220811213414/http://www.stationeryprinting.tn.gov.in/extraordinary/2009/149-Ex-IV-1(A).pdf,2022-08-11 21:34:14
338,148,2009-06-17,Part II—Section 2,Notifications or Orders of interest to a section of the public issued by Secretariat Departments.,MUNICIPAL ADMINISTRATION AND WATER SUPPLY DEPARTMENT - ACQUISITION OF LANDS,http://www.stationeryprinting.tn.gov.in/extraordinary/2009/148-Ex-II-2.pdf,False,https://web.archive.org/web/20220811213417/http://www.stationeryprinting.tn.gov.in/extraordinary/2009/148-Ex-II-2.pdf,2022-08-11 21:34:17
339,147,2009-06-17,Part III—Section 1(a),"General Statutory Rules, Notifications, Orders, Regulations, etc., issued by Secretariat Departments.","HOME, PROHIBITION AND EXCISE DEPARTMENT - AMENDMENT TO THE TAMIL NADU DENATURED SPIRIT, METHYL ALCOHOL AND VARNISH (FRENCH POLISH) RULES, 1959.",http://www.stationeryprinting.tn.gov.in/extraordinary/2009/147-Ex-iii-1a.pdf,False,https://web.archive.org/web/20220811213419/http://www.stationeryprinting.tn.gov.in/extraordinary/2009/147-Ex-iii-1a.pdf,2022-08-11 21:34:19
340,146,2009-06-16,Part II—Section 2,Notifications or Orders of interest to a section of the public issued by Secretariat Departments.,RURAL DEVELOPMENT AND PANCHAYAT RAJ DEPARTMENT — DISQUALIFICATION OF 7TH WARD MEMBER,http://www.stationeryprinting.tn.gov.in/extraordinary/2009/146-Ex-II-2.pdf,False,https://web.archive.org/web/20220811213421/http://www.stationeryprinting.tn.gov.in/extraordinary/2009/146-Ex-II-2.pdf,2022-08-11 21:34:21
341,145,2009-06-12,Part II—Section 2,Notifications or Orders of interest to a section of the public issued by Secretariat Departments.,HIGHWAYS AND MINOR PORTS DEPARTMENT ACQUISITION OF LANDS,http://www.stationeryprinting.tn.gov.in/extraordinary/2009/145-Ex-II-2.pdf,False,https://web.archive.org/web/20220811213424/http://www.stationeryprinting.tn.gov.in/extraordinary/2009/145-Ex-II-2.pdf,2022-08-11 21:34:24
342,144,2009-06-12,Part II—Section 2,Notifications or Orders of interest to a section of the public issued by Secretariat Departments.,HOUSING AND URBAN EVELOPMENT DEPARTMENT — NOTIFICATIONS UNDER TAMIL NADU SPECIFIED COMMODITIES MARKETS (REGULATION OF LOCATION) ACT.],http://www.stationeryprinting.tn.gov.in/extraordinary/2009/144-Ex-II-2.pdf,False,https://web.archive.org/web/20220811213426/http://www.stationeryprinting.tn.gov.in/extraordinary/2009/144-Ex-II-2.pdf,2022-08-11 21:34:26
343,143,2009-06-11,Part II—Section 2,Notifications or Orders of interest to a section of the public issued by Secretariat Departments.,"AGRICULTURE DEPARTMENT — APPOINTMENT OF CERTAIN PERSON AS VICE-CHANCELLOR OF THE TAMIL NADU AGRICULTURAL UNIVERSITY, COIMBATORE FOR CERTAIN PERIOD UNDER TAMIL NADU AGRICULTURAL UNIVERSITY ACT.",http://www.stationeryprinting.tn.gov.in/extraordinary/2009/143-Ex-II-2.pdf,False,https://web.archive.org/web/20220811213429/http://www.stationeryprinting.tn.gov.in/extraordinary/2009/143-Ex-II-2.pdf,2022-08-11 21:34:29
344,142,2009-06-10,Part II—Section 2,Notifications or Orders of interest to a section of the public issued by Secretariat Departments.,"BACKWARD CLASSES, MOST BACKWARD CLASSES AND MINORITIES WELFARE DEPARTMENT - CERTAIN PERSON ELECTED AS CHAIRMAN OF THE TAMIL NADU WAKF BOARD UNDER THE WAKF ACT.",http://www.stationeryprinting.tn.gov.in/extraordinary/2009/142-Ex-II-2.pdf,False,https://web.archive.org/web/20220811213431/http://www.stationeryprinting.tn.gov.in/extraordinary/2009/142-Ex-II-2.pdf,2022-08-11 21:34:31
345,141,2009-06-09,Part III—Section 1(a),"General Statutory Rules, Notifications, Orders, Regulations, etc., issued by Secretariat Departments.","MUNICIPAL ADMINISTRATION AND WATER SUPPLY DEPARTMENT - TAMIL NADU TOWN PANCHAYATS, THIRD GRADE MUNICIPALITIES, MUNICIPALITIES AND MUNICIPAL CORPORATIONS (PUBLIC DISCLOSURE) RULES, 2009.",http://www.stationeryprinting.tn.gov.in/extraordinary/2009/141-Ex-III-1(a).pdf,False,https://web.archive.org/web/20220811213433/http://www.stationeryprinting.tn.gov.in/extraordinary/2009/141-Ex-III-1(a).pdf,2022-08-11 21:34:33
346,140,2009-06-09,Part II—Section 2,Notifications or Orders of interest to a section of the public ssued by Secretariat Departments.,"MUNICIPAL ADMINISTRATION AND WATER SUPPLY DEPARTMENT - DATE OF COMING INTO FORCE OF THE TAMIL NADU MUNICIPAL LAWS (FIFTH AMENDMENT) ACT, 2008.",http://www.stationeryprinting.tn.gov.in/extraordinary/2009/140-Ex-II-2.pdf,False,https://web.archive.org/web/20220811213435/http://www.stationeryprinting.tn.gov.in/extraordinary/2009/140-Ex-II-2.pdf,2022-08-11 21:34:35
347,139,2009-06-08,Part III—Section 1(b),"Service Rules including Ad hoc Rules, Regulations, etc., issued by Secretariat Departments.","FINANCE DEPARTMENT—THE TAMIL NADU REVISED SCALES OF PAY RULES, 2009",http://www.stationeryprinting.tn.gov.in/extraordinary/2009/139-Ex-III 1(b).pdf,False,https://web.archive.org/web/20170329143721/http://www.stationeryprinting.tn.gov.in:80/extraordinary/2009/139-Ex-III%201(b).pdf,2017-03-29 14:37:21
348,138,2009-06-05,Part II—Section 2,Notifications or Orders of interest to a section of the public issued by Secretariat Departments.,"PUBLIC DEPARTMENT (LAW & ORDER) - APPOINTMENT OF COMMISSION OF INQUIRY INTO THE CAUSES AND CIRCUMSTANCES RESULTING IN THE DEATH OF THIRU SURESH CONSISTING OF A SINGLE MEMBER, NAMELY HON'BLE THIRU S. TIRUPATHY UNDER THE COMMISSIONS OF INQUIRY ACT–AMENDMENT",http://www.stationeryprinting.tn.gov.in/extraordinary/2009/138-Ex-II-2.pdf,False,https://web.archive.org/web/20220811213451/http://www.stationeryprinting.tn.gov.in/extraordinary/2009/138-Ex-II-2.pdf,2022-08-11 21:34:51
349,137,2009-06-05,Part II—Section 2,Notifications or Orders of interest to a section of the public issued by Secretariat Departments.,PUBLIC WORKS DEPARTMENT (IRRIGATION) - ACQUISITION OF LANDS.,http://www.stationeryprinting.tn.gov.in/extraordinary/2009/137-Ex-II-2.pdf,False,https://web.archive.org/web/20220811213454/http://www.stationeryprinting.tn.gov.in/extraordinary/2009/137-Ex-II-2.pdf,2022-08-11 21:34:54
350,136,2009-06-03,Part II—Section 2,Notifications or Orders of interest to a section of the public issued by Secretariat Departments.,REVENUE DEPARTMENT - ESTABLISHMENTS OF THE TAMIL NADU AGRICULTURAL LABOUR WELFARE BOARD AND APPOINTMENT OF MEMBERS UNDER TAMIL NADU AGRICULTURAL LABOURERS—FARMERS (SOCIAL SECURITIES AND WELFARE) ACT 2006.,http://www.stationeryprinting.tn.gov.in/extraordinary/2009/136-Ex-II-2.pdf,False,https://web.archive.org/web/20220811213456/http://www.stationeryprinting.tn.gov.in/extraordinary/2009/136-Ex-II-2.pdf,2022-08-11 21:34:56
351,135,2009-06-01,Part II—Section 2,Notifications or Orders of interest to a section of the public issued by Secretariat Departments.,"BACKWARD CLASSES, MOST BACKWARD CLASSES AND MINORITIES WELFARE DEPARTMENT - APPOINTMENT OF THIRU KAVIKO ABDUL RAHMAN AS MEMBER OF TAMIL NADU WAKF BOARD UNDER THE WAKF ACT.",http://www.stationeryprinting.tn.gov.in/extraordinary/2009/135-Ex-II-2.pdf,False,https://web.archive.org/web/20220811213459/http://www.stationeryprinting.tn.gov.in/extraordinary/2009/135-Ex-II-2.pdf,2022-08-11 21:34:59
352,134,2009-05-29,Part III—Section 1(a),"General Statutory Rules, Notifications, Orders, Regulations, etc., issued by Secretariat Departments.","ADI DRAVIDAR AND TRIBAL WELFARE DEPT. - Tamil Nadu Arunthathiyars (Special Reservation of Seats in Educational Institutions including Pvt. Educational Institutions and of Appointments or Posts in the services under the State Reservation Act, 2009.",http://www.stationeryprinting.tn.gov.in/extraordinary/2009/134-Ex-iii-1a.pdf,False,https://web.archive.org/web/20220811213501/http://www.stationeryprinting.tn.gov.in/extraordinary/2009/134-Ex-iii-1a.pdf,2022-08-11 21:35:01
353,133,2009-05-29,Part II—Section 1,Notifications or Orders of specific character or of particular interest to the public issued by Secretariat Departments.,LEGISLATIVE ASSEMBLY SECRETARIAT - SUMMONING OF THE TAMIL NADU LEGISLATIVE ASSEMBLY,http://www.stationeryprinting.tn.gov.in/extraordinary/2009/133-Ex-II-1.pdf,False,https://web.archive.org/web/20220811213504/http://www.stationeryprinting.tn.gov.in/extraordinary/2009/133-Ex-II-1.pdf,2022-08-11 21:35:04
354,132,2009-05-29,Part I,"Notifications or Orders regarding first appointments, investiture of magisterial powers, etc., issued by Secretariat Departments.","PUBLIC DEPARTMENT - (Special-B) - APPOINTMENT OF THIRU M.K. STALIN, MINISTER FOR RURAL DEVELOPMENT AND LOCAL ADMINISTRATION AS DEPUTY CHIEF MINISTER - ALLOCATION OF SUBJECTS AMONG MINISTERS - INTER-SE-SENIORITY OF MINISTERS AND SUBJECTS",http://www.stationeryprinting.tn.gov.in/extraordinary/2009/132-Ex-P-I.pdf,False,https://web.archive.org/web/20220811213506/http://www.stationeryprinting.tn.gov.in/extraordinary/2009/132-Ex-P-I.pdf,2022-08-11 21:35:06
355,131,2009-05-28,Part II—Section 2,Notifications or Orders of interest to a section of the public issued by Secretariat Departments.,"MUNICIPAL ADMINISTRATION AND WATER SUPPLY DEPARTMENT - Notifications under Tamil Nadu District Municipalities Act. - REMOVAL OF VICE-CHAIRMAN OF DEVARSOLA TOWN PANCHAYAT, THE NILGIRIS DISTRICT.",http://www.stationeryprinting.tn.gov.in/extraordinary/2009/131-Ex-II-2.pdf,False,https://web.archive.org/web/20220811213509/http://www.stationeryprinting.tn.gov.in/extraordinary/2009/131-Ex-II-2.pdf,2022-08-11 21:35:09
356,130,2009-05-25,Part II—Section 2,Notifications or Orders of interest to a section of the public issued by Secretariat Departments.,MUNICIPAL ADMINISTRATION AND WATER SUPPLY DEPARTMENT ACQUISITION OF LANDS,http://www.stationeryprinting.tn.gov.in/extraordinary/2009/130-Ex-II-2.pdf,False,https://web.archive.org/web/20220811213512/http://www.stationeryprinting.tn.gov.in/extraordinary/2009/130-Ex-II-2.pdf,2022-08-11 21:35:12
357,129,2009-05-22,Part II—Section 2,Notifications or Orders of interest to a section of the public issued by Secretariat Departments.,Industries Department - Acquisition of Lands,http://www.stationeryprinting.tn.gov.in/extraordinary/2009/129-Ex-II-2.pdf,False,https://web.archive.org/web/20220811213514/http://www.stationeryprinting.tn.gov.in/extraordinary/2009/129-Ex-II-2.pdf,2022-08-11 21:35:14
358,128,2009-05-22,Part IV—Section 2,Tamil Nadu Acts and Ordinances,TAMIL NADU ORDINANCE No. 1 OF 2009.,http://www.stationeryprinting.tn.gov.in/extraordinary/2009/128-Ex-IV-2.pdf,False,https://web.archive.org/web/20220811213517/http://www.stationeryprinting.tn.gov.in/extraordinary/2009/128-Ex-IV-2.pdf,2022-08-11 21:35:17
359,127,2009-05-22,Part II—Section 2,Notifications or Orders of interest to a section of the public issued by Secretariat Departments.,PUBLIC WORKS DEPARTMENT (Irrigation) ACQUISITION OF LANDS,http://www.stationeryprinting.tn.gov.in/extraordinary/2009/127-Ex-II-2.pdf,False,https://web.archive.org/web/20220811213519/http://www.stationeryprinting.tn.gov.in/extraordinary/2009/127-Ex-II-2.pdf,2022-08-11 21:35:19
360,126,2009-05-21,Part VI—Section 2,"Notifications or Orders of interest to a section of the public issued by Heads of Departments, etc.","TAMIL NADU STATE ELECTION COMMISSION, CHENNAI-600 026. [ELECTIONS—URBAN LOCAL BODIES—CASUAL INDIRECT ELECTIONS TO FILL UP THE VACANCIES IN THE OFFICE OF MAYOR, CHAIRMAN, VICE-CHAIRMAN AND MEMBER OF TAXATION APPEAL COMMITTEES—CONDUCT OF—NOTIFIED.]",http://www.stationeryprinting.tn.gov.in/extraordinary/2009/126-Ex-VI-2.pdf,False,https://web.archive.org/web/20220811213522/http://www.stationeryprinting.tn.gov.in/extraordinary/2009/126-Ex-VI-2.pdf,2022-08-11 21:35:22
361,125,2009-05-20,Part II—Section 1,Notifications or Orders of specific character or of particular interest to the public issued by Secretariat Departments.,"LEGISLATIVE ASSEMBLY SECRETARIAT - VACATION OF SEAT IN TAMIL NADU LEGISLATIVE ASSEMBLY DUE TO RESIGNATION OF DR. M. THAMBIDURAI, MEMBER OF THE TAMIL NADU LEGISLATIVE ASSEMBLY.",http://www.stationeryprinting.tn.gov.in/extraordinary/2009/125-Ex-II-1.pdf,False,https://web.archive.org/web/20220811213524/http://www.stationeryprinting.tn.gov.in/extraordinary/2009/125-Ex-II-1.pdf,2022-08-11 21:35:24
362,124,2009-05-20,Part II—Section 2,Notifications or Orders of interest to a section of the public issued by Secretariat Departments.,MUNICIPAL ADMINISTRATION AND WATER SUPPLY DEPARTMENT APPOINTMENT OF CERTAIN OFFICIAL AS ENGINEERING DIRECTOR OF THE TAMIL NADU WATER SUPPLY AND DRAINAGE BOARD UNDER THE TAMIL NADU WATER SUPPLY AND DRAINAGE BOARD ACT.,http://www.stationeryprinting.tn.gov.in/extraordinary/2009/124-Ex-II-2.pdf,False,https://web.archive.org/web/20220811213527/http://www.stationeryprinting.tn.gov.in/extraordinary/2009/124-Ex-II-2.pdf,2022-08-11 21:35:27
363,123,2009-05-18,Part II—Section 2,Notifications or Orders of interest to a section of the public issued by Secretariat Departments.,"MUNICIPAL ADMINISTRATION AND WATER SUPPLY DEPARTMENT DISSOLUTION OF RAJAPALAYAM MUNICIPAL COUNCIL, RECONSTITUTION OF THE SAME, APPOINTMENT OF THE REGIONAL DIRECTOR OF MUNICIPAL ADMINISTRATION, TIRUNELVELI.",http://www.stationeryprinting.tn.gov.in/extraordinary/2009/123-Ex-II-2.pdf,False,https://web.archive.org/web/20220811213529/http://www.stationeryprinting.tn.gov.in/extraordinary/2009/123-Ex-II-2.pdf,2022-08-11 21:35:29
364,122,2009-05-18,Part III—Section 1(a),"General Statutory Rules, Notifications, Orders, Regulations, etc., issued by Secretariat Departments.","RURAL DEVELOPMENT AND PANCHAYAT RAJ DEPARTMENT. TAMIL NADU PANCHAYATS LICENSING OF HOARDINGS AND LEVY AND COLLECTION OF ADVERTISEMENT TAX) RULES, 2009.",http://www.stationeryprinting.tn.gov.in/extraordinary/2009/122-Ex-iii-1a.pdf,False,https://web.archive.org/web/20220811213532/http://www.stationeryprinting.tn.gov.in/extraordinary/2009/122-Ex-iii-1a.pdf,2022-08-11 21:35:32
365,121,2009-05-12,Part II—Section 2,Notifications or Orders of interest to a section of the public issued by Secretariat Departments.,PUBLIC DEPARTMENT - (Law and Order) - APPOINTMENT OF COMMISSION OF INQUIRY TO INQUIRE INTO THE CAUSES AND CIRCUMSTANCES THAT TO THE INCIDENTS OF VIOLENCE OCCURRED IN THE CAMPUS OF Dr. AMBEDKAR GOVERNMENT LAW COLLEGE CHENNAI- AMENDMENT,http://www.stationeryprinting.tn.gov.in/extraordinary/2009/121-Ex-II-2.pdf,False,https://web.archive.org/web/20220811213535/http://www.stationeryprinting.tn.gov.in/extraordinary/2009/121-Ex-II-2.pdf,2022-08-11 21:35:35
366,120,2009-05-11,Part II—Section 2,Notifications or Orders of interest to a section of the public issued by Secretariat Departments.,"PERSONNEL AND ADMINISTRATIVE REFORMS DEPARTMENT - NOTIFICATION REGARDING CERTAIN OFFICIAL AS STATE INFORMATION OMMISSIONER, TAMIL NADU INFORMATION COMMISSION CEASES TO HOLD OFFICE UNDER RIGHT TO INFORMATION ACT, 2005.",http://www.stationeryprinting.tn.gov.in/extraordinary/2009/120-Ex-II-2.pdf,False,https://web.archive.org/web/20220811213537/http://www.stationeryprinting.tn.gov.in/extraordinary/2009/120-Ex-II-2.pdf,2022-08-11 21:35:37
367,119,2009-05-08,Part II—Section 1,Notifications or Orders of specific character or of particular interest to the public issued by Secretariat Departments.,COMMERCIAL TAXES AND REGISTRATION DEPARTMENT - EXEMPTION FROM PAYMENT OF VALUE ADDED TAX ON THE PURCHASE OF GOODS BY EMBASSIES / CONSULATE GENERALS,http://www.stationeryprinting.tn.gov.in/extraordinary/2009/119-Ex-II-1.pdf,False,https://web.archive.org/web/20220811213540/http://www.stationeryprinting.tn.gov.in/extraordinary/2009/119-Ex-II-1.pdf,2022-08-11 21:35:40
368,118,2009-05-08,Part V—Section 4,Notifications by the Election Commission of India,NOTIFICATION OF ELECTION COMMISSION OF INDIA REGARDING AMENDMENTS TO THE LIST OF ASSISTANT RETURNING OFFICERS FOR THE PARLIAMENTARY CONSTITUENCIES IN THE STATE OF TAMIL NADU.,http://www.stationeryprinting.tn.gov.in/extraordinary/2009/118-Ex-V-4.pdf,False,https://web.archive.org/web/20220811213542/http://www.stationeryprinting.tn.gov.in/extraordinary/2009/118-Ex-V-4.pdf,2022-08-11 21:35:42
369,117,2009-05-06,Part II—Section 2,Notifications or Orders of interest to a section of the public issued by Secretariat Departments.,HIGHWAYS AND MINOR PORTS DEPARTMENT - ACQUISITION OF LANDS,http://www.stationeryprinting.tn.gov.in/extraordinary/2009/117-Ex-II-2.pdf,False,https://web.archive.org/web/20220811213544/http://www.stationeryprinting.tn.gov.in/extraordinary/2009/117-Ex-II-2.pdf,2022-08-11 21:35:44
370,116,2009-05-05,Part II—Section 2,Notifications or Orders of interest to a section of the public issued by Secretariat Departments.,FINANCE DEPARTMENT (Salaries) NOTIFICATION REGARDING THE ROCUREMENT OF CLOTH BY THE TAMIL NADU TEXTILE CORPORATION FOR FREE UNIFORMS TO THE SCHOOL CHILDREN,http://www.stationeryprinting.tn.gov.in/extraordinary/2009/116-Ex-II-2.pdf,False,https://web.archive.org/web/20220811213546/http://www.stationeryprinting.tn.gov.in/extraordinary/2009/116-Ex-II-2.pdf,2022-08-11 21:35:46
371,115,2009-05-04,Part II—Section 2,Notifications or Orders of interest to a section of the public issued by Secretariat Departments.,FINANCE DEPARTMENT (Salaries) NOTIFICATION REGARDING THE PROCUREMENT OF COAL BY THE TAMIL NADU CEMENTS CORPORATION LIMITED,http://www.stationeryprinting.tn.gov.in/extraordinary/2009/115-Ex-II-2.pdf,False,https://web.archive.org/web/20220811213549/http://www.stationeryprinting.tn.gov.in/extraordinary/2009/115-Ex-II-2.pdf,2022-08-11 21:35:49
372,114,2009-05-04,Part II—Section 2,Notifications or Orders of interest to a section of the public issued by Secretariat Departments.,"PUBLIC DEPARTMENT (Law and Order) APPOINTMENT OF COMMISSION OF INQUIRY INTO THE CAUSES AND RCUMSTANCES RESULTING IN THE DEATH OF THIRU SURESH CONSISTING OF A SINGLE MEMBER, NAMELY HON'BLE THIRU S. TIRUPATHY UNDER THE COMMISSIONS OF INQUIRY ACT.",http://www.stationeryprinting.tn.gov.in/extraordinary/2009/114-Ex-II-2.pdf,False,https://web.archive.org/web/20220811213551/http://www.stationeryprinting.tn.gov.in/extraordinary/2009/114-Ex-II-2.pdf,2022-08-11 21:35:51
373,113,2009-04-29,Part III—Section 1(a),"General Statutory Rules, Notifications, Orders, Regulations, etc., issued by Secretariat Departments.",ADI DRAVIDAR AND TRIBAL WELFARE DEPARTMENT TAMIL NADU ARUNTHATHIYARS SPECIAL RESERVATION,http://www.stationeryprinting.tn.gov.in/extraordinary/2009/113-Ex-iii-1a.pdf,False,https://web.archive.org/web/20220811213554/http://www.stationeryprinting.tn.gov.in/extraordinary/2009/113-Ex-iii-1a.pdf,2022-08-11 21:35:54
374,112,2009-04-29,Part II—Section 2,Notifications or Orders of interest to a section of the public issued by Secretariat Departments.,ADI DRAVIDAR AND TRIBAL WELFARE DEPARTMENT NOTIFICATIONS UNDER THE TAMIL NADU ARUNTHATHIYARS (SPECIAL RESERVATION) and APPOINTMENT OF DISTRICT ADI DRAVIDAR WELFARE OFFICE OF EVERY DISTRICT TO BE THE COMPETENT AUTHORITY UNDER THE ACT.,http://www.stationeryprinting.tn.gov.in/extraordinary/2009/112-Ex-II-2.pdf,False,https://web.archive.org/web/20220811213556/http://www.stationeryprinting.tn.gov.in/extraordinary/2009/112-Ex-II-2.pdf,2022-08-11 21:35:56
375,111,2009-04-28,Part II—Section 2,Notifications or Orders of interest to a section of the public issued by Secretariat Departments.,HOME DEPARTMENT - APPOINTMENT OF VACATION CIVIL JUDGES FOR SUMMER VACATION OF CIVIL COURTS FOR THE YEAR 2009,http://www.stationeryprinting.tn.gov.in/extraordinary/2009/111-Ex-II-2.pdf,False,https://web.archive.org/web/20220811213559/http://www.stationeryprinting.tn.gov.in/extraordinary/2009/111-Ex-II-2.pdf,2022-08-11 21:35:59
376,110,2009-04-28,Part VI—Section 2,"Notifications or Orders of interest to a section of the public issued by Heads of Departments, etc.","TAMIL NADU STATE ELECTION COMMISSION, CHENNAI-600 026 -ELECTIONS – CASUAL ELECTIONS TO URBAN LOCAL BODIES – FEBRUARY 2007",http://www.stationeryprinting.tn.gov.in/extraordinary/2009/110-Ex-VI-2.pdf,False,https://web.archive.org/web/20220811213601/http://www.stationeryprinting.tn.gov.in/extraordinary/2009/110-Ex-VI-2.pdf,2022-08-11 21:36:01
377,109,2009-04-24,Part II—Section 2,Notifications or Orders of interest to a section of the public issued by Secretariat Departments.,ENERGY DEPARTMENT - CONSTITUTION OF SELECTION COMMITTEE FOR SELECTING A MEMBER OF THE TAMIL NADU ELECTRICITY REGULATORY COMMISSION UNDER THE ELECTRICITY ACT.,http://www.stationeryprinting.tn.gov.in/extraordinary/2009/109-Ex-II-2.pdf,False,https://web.archive.org/web/20220811213604/http://www.stationeryprinting.tn.gov.in/extraordinary/2009/109-Ex-II-2.pdf,2022-08-11 21:36:04
378,108,2009-04-22,Part II—Section 2,Notifications or Orders of interest to a section of the public issued by Secretariat Departments.,"MUNICIPAL ADMINISTRATION AND WATER SUPPLY DEPARTMENT - RESIGNATION OF THIRU R.S. BHARATHY, CHAIRMAN OF THE CHAMBER OF MUNICIPAL COUNCILS AS AN EX-OFFICIO DIRECTOR OF THE TAMIL NADU WATER SUPPLY AND DRAINAGE BOARD.",http://www.stationeryprinting.tn.gov.in/extraordinary/2009/108-Ex-II-2.pdf,False,https://web.archive.org/web/20220811213606/http://www.stationeryprinting.tn.gov.in/extraordinary/2009/108-Ex-II-2.pdf,2022-08-11 21:36:06
