,Part,Content,URL,Date,Issue,Deleted,Archived URL,Archived Date
5294,1. Part I,"Notifications or Orders regarding first appointments, investiture of magisterial powers, etc., issued by Secretariat Departments. I. NOTICE REGARDING GAZETTE EXTRAORDINARY ISSUES PUBLISHED DURING THE WEEK II. NOTICE REGARDING PARTS AND SECTIONS OF THE GAZETTE NOT PUBLISHED DURING THE WEEK",http://www.stationeryprinting.tn.gov.in/gazette/2020/53_I.pdf,2020-12-30,53,False,https://web.archive.org/web/20220813224157/http://www.stationeryprinting.tn.gov.in/gazette/2020/53_I.pdf,2022-08-13 22:41:57
5312,11. Part VI-Section 4,Advertisements by private individuals and private institutions PRIVATE ADVERTISEMENTS - Change of Names - Notice,http://www.stationeryprinting.tn.gov.in/gazette/2020/52_VI_4.pdf,2020-12-23,52,False,https://web.archive.org/web/20220813224256/http://www.stationeryprinting.tn.gov.in/gazette/2020/52_VI_4.pdf,2022-08-13 22:42:56
5311,10. Part VI-Section 3a,Notifi cations issued by cost recoverable institutions of State and Central Governments. JUDICIAL NOTIFICATIONS - Insolvency Petitions,http://www.stationeryprinting.tn.gov.in/gazette/2020/52_VI_3a.pdf,2020-12-23,52,False,https://web.archive.org/web/20220813224254/http://www.stationeryprinting.tn.gov.in/gazette/2020/52_VI_3a.pdf,2022-08-13 22:42:54
5310,9. Part VI-Section 2,"Notifications of interest to a section of the public issued by Heads of Departments, etc.",http://www.stationeryprinting.tn.gov.in/gazette/2020/52_VI_2.pdf,2020-12-23,52,False,https://web.archive.org/web/20220813224250/http://www.stationeryprinting.tn.gov.in/gazette/2020/52_VI_2.pdf,2022-08-13 22:42:50
5309,8. Part VI-Section 1-T-Sup,"Notifications of interest to the General Public issued by Heads of Departments, Etc Tamil Nadu Co-operative Registration Act, 1983",http://www.stationeryprinting.tn.gov.in/gazette/2020/52_VI_1_T_Sup.pdf,2020-12-23,52,False,https://web.archive.org/web/20220813224247/http://www.stationeryprinting.tn.gov.in/gazette/2020/52_VI_1_T_Sup.pdf,2022-08-13 22:42:47
5308,7. Part VI-Section 1,"Notifications of interest to the General Public issued by Heads of Departments, Etc. GENERAL NOTIFICATIONS - Indian Tressure and Trove Act, 1878 - Confi rmation of Variation to the Approved Gandhipuram Detailed Development. Plan No.3 of Tiruvallur Local Planning Area JUDICIAL NOTIFICATIONS - In rhe High Court of Judicature at Madras in Insolvency THE COMMISSIONER OF LAND ADMINISTRATION, CHEPAUK, CHENNAI-600 005 - Acquisition of Lands",http://www.stationeryprinting.tn.gov.in/gazette/2020/52_VI_1.pdf,2020-12-23,52,False,https://web.archive.org/web/20220813224244/http://www.stationeryprinting.tn.gov.in/gazette/2020/52_VI_1.pdf,2022-08-13 22:42:44
5307,6. Part III-Section 1a-T-Sup,"General Statutory Rules, Notifi cations, Orders, Regulations, etc., issued by Secretariat Departments. LABOUR AND EMPLOYMENT DEPARTMENT - Erratta",http://www.stationeryprinting.tn.gov.in/gazette/2020/52_III_1a_T_Sup.pdf,2020-12-23,52,False,https://web.archive.org/web/20220813224241/http://www.stationeryprinting.tn.gov.in/gazette/2020/52_III_1a_T_Sup.pdf,2022-08-13 22:42:41
5306,5. Part III-Section 1a,"General Statutory Rules, Notifi cations, Orders, Regulations, etc., issued by Secretariat Departments. LABOUR AND EMPLOYMENT DEPARTMENT - Amendments to the Tamil Nadu Motor Transport Workers Rules, 1961",http://www.stationeryprinting.tn.gov.in/gazette/2020/52_III_1a.pdf,2020-12-23,52,False,https://web.archive.org/web/20220813224237/http://www.stationeryprinting.tn.gov.in/gazette/2020/52_III_1a.pdf,2022-08-13 22:42:37
5305,4. Part II-Section 2-T-Sup,Notifications or Orders of interest to a section of the public issued by Secretariat Department LABOUR AND EMPLOYMENT DEPARTMENT - Notifications,http://www.stationeryprinting.tn.gov.in/gazette/2020/52_II_2_T_Sup.pdf,2020-12-23,52,False,https://web.archive.org/web/20220813224234/http://www.stationeryprinting.tn.gov.in/gazette/2020/52_II_2_T_Sup.pdf,2022-08-13 22:42:34
5304,3. Part II-Section 2,Notifications or Orders of interest to a section of the public issued by Secretariat Department HIGHER EDUCATION DEPARTMENT - Annamalai University Act. LABOUR AND EMPLOYMENT DEPARTMENT - Employees State Insurance Act - Industrial Tribunal for Adjudication - Labour Courts for Adjudication,http://www.stationeryprinting.tn.gov.in/gazette/2020/52_II_2.pdf,2020-12-23,52,False,https://web.archive.org/web/20220813224230/http://www.stationeryprinting.tn.gov.in/gazette/2020/52_II_2.pdf,2022-08-13 22:42:30
5303,2. Part II-Section 1,"Notifications or Orders of specifi c character or of particular interest to the public issued by Secretariat Departments HOME DEPARTMENT - Protection of Human Rights Act AGRICULTURE DEPARTMENT- Redesignation of the post of Assistant Director of Agriculture (Quality Control Cell) as Assistant Director of Agriculture (Information and Quality Control) under the Fertilizer (Control) Order, 1985 CO-OPERATION FOOD AND CONSUMER PROTECTION DEPARTMENT - Mandating use of Aadhaar Authentication by the benefi ciaries under the scheme of Public Distribution System as per the provisions of Section 7 of the Aadhaar",http://www.stationeryprinting.tn.gov.in/gazette/2020/52_II_1.pdf,2020-12-23,52,False,https://web.archive.org/web/20220813224227/http://www.stationeryprinting.tn.gov.in/gazette/2020/52_II_1.pdf,2022-08-13 22:42:27
5302,1. Part I,"Notifications or Orders regarding first appointments, investiture of magisterial powers, etc., issued by Secretariat Departments. I. NOTICE REGARDING GAZETTE EXTRAORDINARY ISSUES PUBLISHED DURING THE WEEK II. NOTICE REGARDING PARTS AND SECTIONS OF THE GAZETTE NOT PUBLISHED DURING THE WEEK",http://www.stationeryprinting.tn.gov.in/gazette/2020/52_I.pdf,2020-12-23,52,False,https://web.archive.org/web/20220813224224/http://www.stationeryprinting.tn.gov.in/gazette/2020/52_I.pdf,2022-08-13 22:42:24
5317,5. Part VI-Section 1-T-Sup,"Notifications of interest to the General Public issued by Heads of Departments, Etc. Tamil Nadu Co-operative Registration Act, 1975",http://www.stationeryprinting.tn.gov.in/gazette/2020/51_VI_1_T_Sup.pdf,2020-12-16,51,False,https://web.archive.org/web/20220813224314/http://www.stationeryprinting.tn.gov.in/gazette/2020/51_VI_1_T_Sup.pdf,2022-08-13 22:43:14
5321,9. Part VI-Section 4,Advertisements by private individuals and private institutions PRIVATE ADVERTISEMENTS - Change of Names - Notice,http://www.stationeryprinting.tn.gov.in/gazette/2020/51_VI_4.pdf,2020-12-16,51,False,https://web.archive.org/web/20220813224324/http://www.stationeryprinting.tn.gov.in/gazette/2020/51_VI_4.pdf,2022-08-13 22:43:24
5320,8. Part VI-Section 3b,"Notifications issued by Quasi - Government bodies and Public Sector undertakings. UNIVERSITY AUTHORITIES - BHARATHIDASAN UNIVERSITY, TIRUCHIRAPPALLI-24 - Election to the Syndicate and Standing Committee on Academic Aff airs",http://www.stationeryprinting.tn.gov.in/gazette/2020/51_VI_3b.pdf,2020-12-16,51,False,https://web.archive.org/web/20220813224321/http://www.stationeryprinting.tn.gov.in/gazette/2020/51_VI_3b.pdf,2022-08-13 22:43:21
5319,7. Part VI-Section 2,"Notifications of interest to a section of the public issued by Heads of Departments, etc. GOVERNMENT EXAMINATIONS/EDUCATIONAL OFFICERS - Loss of Certifi cates TAMIL NADU ELECTRICITY REGULATORY COMMISSION - Amendment to the Terms and Conditions for determination of Tariff Regulations 2005",http://www.stationeryprinting.tn.gov.in/gazette/2020/51_VI_2.pdf,2020-12-16,51,False,https://web.archive.org/web/20220813224318/http://www.stationeryprinting.tn.gov.in/gazette/2020/51_VI_2.pdf,2022-08-13 22:43:18
5318,6. Part VI-Section 1-A-Sup,"Notifications of interest to the General Public issued by Heads of Departments, Etc. TAMIL NADU HOMOEOPATHY MEDICAL COUNCIL, CHENNAI - Register of 2D Barcode Issued Registered Homoeopathy Medical Practitioners upto 31st December 2019",http://www.stationeryprinting.tn.gov.in/gazette/2020/51_VI_1_A_Sup.pdf,2020-12-16,51,False,https://web.archive.org/web/20230404093013/http://www.stationeryprinting.tn.gov.in/gazette/2020/51_VI_1_A_Sup.pdf,2023-04-04 09:30:13
5313,1. Part I,"Notifications or Orders regarding first appointments, investiture of magisterial powers, etc., issued by Secretariat Departments. I. NOTICE REGARDING GAZETTE EXTRAORDINARY ISSUES PUBLISHED DURING THE WEEK II. NOTICE REGARDING PARTS AND SECTIONS OF THE GAZETTE NOT PUBLISHED DURING THE WEEK PUBLIC DEPARTMENT - (Special-A) - Appointment - Deputations",http://www.stationeryprinting.tn.gov.in/gazette/2020/51_I.pdf,2020-12-16,51,False,https://web.archive.org/web/20220813224300/http://www.stationeryprinting.tn.gov.in/gazette/2020/51_I.pdf,2022-08-13 22:43:00
5316,4. Part VI-Section 1,"Notifications of interest to the General Public issued by Heads of Departments, Etc. GENERAL NOTIFICATIONS - Indian Tressure and Trove Act - Acquisition of Lands JUDICIAL NOTIFICATIONS - Cancellation of Notification - Vacation and Holidays for the Madras High Court for the year 2021 - Conferment of Powers",http://www.stationeryprinting.tn.gov.in/gazette/2020/51_VI_1.pdf,2020-12-16,51,False,https://web.archive.org/web/20220813224311/http://www.stationeryprinting.tn.gov.in/gazette/2020/51_VI_1.pdf,2022-08-13 22:43:11
5314,2. Part II-Section 2,"Notifications or Orders of interest to a section of the public issued by Secretariat Department COMMERCIAL TAXES AND REGISTRATION DEPARTMENT - Indian Stamp Act. HIGHER EDUCATION DEPARTMENT - Tamil Nadu Private Colleges (Regulation) Act HIGHWAYS AND MINOR PORTS DEPARTMENT - Acquisition of Lands HOME DEPARTMENT - Delhi Special Police Establishment Act - Tamil Nadu Civil Courts Act LABOUR AND EMPLOYMENT DEPARTMENT - Labour Courts for Adjudication RURAL DEVELOPMENT AND PANCHAYAT RAJ DEPARTMENT - Tamil Nadu Panchayats Act - Exclusion of certain Lands from Operation TOURISM, CULTURE AND RELIGIOUS ENDOWMENTS DEPARTMENT - Tamil Nadu Ancient and Historical Monuments and Archaeological sites and Remains Act.—",http://www.stationeryprinting.tn.gov.in/gazette/2020/51_II_2.pdf,2020-12-16,51,False,https://web.archive.org/web/20220813224304/http://www.stationeryprinting.tn.gov.in/gazette/2020/51_II_2.pdf,2022-08-13 22:43:04
5315,3. Part IV-Section 2,"Tamil Nadu Acts and Ordinances LAW DEPARTMENT - ERRATA TO NOTIFICATION - THE TAMIL NADU MUNICIPAL LAWS - FIFTH AMENDMENT) ACT, 2018 - TAMIL NADU ACT 40 OF 2018",http://www.stationeryprinting.tn.gov.in/gazette/2020/51_IV_2.pdf,2020-12-16,51,False,https://web.archive.org/web/20220813224308/http://www.stationeryprinting.tn.gov.in/gazette/2020/51_IV_2.pdf,2022-08-13 22:43:08
5322,1. Part I,"Notifications or Orders regarding first appointments, investiture of magisterial powers, etc., issued by Secretariat Departments. I. NOTICE REGARDING GAZETTE EXTRAORDINARY ISSUES PUBLISHED DURING THE WEEK II. NOTICE REGARDING PARTS AND SECTIONS OF THE GAZETTE NOT PUBLISHED DURING THE WEEK",http://www.stationeryprinting.tn.gov.in/gazette/2020/50_I.pdf,2020-12-09,50,False,https://web.archive.org/web/20220813224327/http://www.stationeryprinting.tn.gov.in/gazette/2020/50_I.pdf,2022-08-13 22:43:27
5323,2. Part II-Section 1,Notifications or Orders of specifi c character or of particular interest to the public issued by Secretariat Departments AGRICULTURE DEPARTMENT- Banning of hazardous Pesticides for a period of 60 days from the date of publication in the Government Gazette under the Insecticides Act.,http://www.stationeryprinting.tn.gov.in/gazette/2020/50_II_1.pdf,2020-12-09,50,False,https://web.archive.org/web/20220813224331/http://www.stationeryprinting.tn.gov.in/gazette/2020/50_II_1.pdf,2022-08-13 22:43:31
5324,3. Part II-Section 2,"Notifications or Orders of interest to a section of the public issued by Secretariat Departmen ANIMAL HUSBANDRY, DAIRYING AND FISHERIES DEPARTMENT - Tamil Nadu Fisheries University Act COMMERCIAL TAXES AND REGISTRATION DEPARTMENT - Notifi cation under the Indian Stamp Act - Notifi cation under the Registration Act HIGHER EDUCATION DEPARTMENT - Bharathiar University Act - Periyar University Act LABOUR AND EMPLOYMENT DEPARTMENT - Employees' State Insurance Act - Industrial Tribunal for Adjudication - Labour Court for Adjudication MUNICIPAL ADMINISTRATION AND WATER SUPPLY DEPARTMENT - The Tamil Nadu District Municipalities Act - Withdrawal Notifi cation",http://www.stationeryprinting.tn.gov.in/gazette/2020/50_II_2.pdf,2020-12-09,50,False,https://web.archive.org/web/20220813224334/http://www.stationeryprinting.tn.gov.in/gazette/2020/50_II_2.pdf,2022-08-13 22:43:34
5325,4. Part III-Section 1b,"Service Rules including Ad hoc Rules, Regulations, etc., issued by Secretariat Departments. PERSONNEL AND ADMINISTRATIVE REFORMS DEPARTMENT - Amendments to the Tamil Nadu Public Service Commission Regulations, 1954",http://www.stationeryprinting.tn.gov.in/gazette/2020/50_III_1b.pdf,2020-12-09,50,False,https://web.archive.org/web/20220813224338/http://www.stationeryprinting.tn.gov.in/gazette/2020/50_III_1b.pdf,2022-08-13 22:43:38
5326,5. Part IV-Section 2-T-Sup,"Tamil Nadu Acts and Ordinances Act No. 17 of 2020 - Tamil Nadu Co-operative Registration Act, 1983",http://www.stationeryprinting.tn.gov.in/gazette/2020/50_IV_2_T_Sup.pdf,2020-12-09,50,False,https://web.archive.org/web/20220813224341/http://www.stationeryprinting.tn.gov.in/gazette/2020/50_IV_2_T_Sup.pdf,2022-08-13 22:43:41
5327,6. Part VI-Section 1,"Notifications of interest to the General Public issued by Heads of Departments, Etc. GENERAL NOTIFICATIONS - Indian Tressure and Trove Act - Variation to the Approved Trichy-Nagapattinam Detailed Development Plan No.1 of Thanjavur Local Planning Area.",http://www.stationeryprinting.tn.gov.in/gazette/2020/50_VI_1.pdf,2020-12-09,50,False,https://web.archive.org/web/20220813224344/http://www.stationeryprinting.tn.gov.in/gazette/2020/50_VI_1.pdf,2022-08-13 22:43:44
5328,7. Part VI-Section 1-T-Sup,"Notifications of interest to the General Public issued by Heads of Departments, Etc. Tamil Nadu Co-operative Registration Act, 1983",http://www.stationeryprinting.tn.gov.in/gazette/2020/50_VI_1_T_Sup.pdf,2020-12-09,50,False,https://web.archive.org/web/20220813224348/http://www.stationeryprinting.tn.gov.in/gazette/2020/50_VI_1_T_Sup.pdf,2022-08-13 22:43:48
5329,8. Part VI-Section 4,Advertisements by private individuals and private institutions PRIVATE ADVERTISEMENTS - Change of Names - Notices,http://www.stationeryprinting.tn.gov.in/gazette/2020/50_VI_4.pdf,2020-12-09,50,False,https://web.archive.org/web/20220813224351/http://www.stationeryprinting.tn.gov.in/gazette/2020/50_VI_4.pdf,2022-08-13 22:43:51
5333,4. Part III-Section 1a,"General Statutory Rules, Notifi cations, Orders, Regulations, etc., issued by Secretariat Departments. LABOUR AND EMPLOYMENT DEPARTMENT - Amendments to the Tamil Nadu Contract Labour (Regulation and Abolition) Rules, 1975 PUBLIC DEPARTMENT - Amendments to the Tamil Nadu Legislators’ (Medical Attendance and Treatment to former Members) Rules, 1982",http://www.stationeryprinting.tn.gov.in/gazette/2020/49_III_1a.pdf,2020-12-02,49,False,https://web.archive.org/web/20220813224404/http://www.stationeryprinting.tn.gov.in/gazette/2020/49_III_1a.pdf,2022-08-13 22:44:04
5337,9. Part VI-Section 4,Advertisements by private individuals and private institutions PRIVATE ADVERTISEMENTS - Change of Names,http://www.stationeryprinting.tn.gov.in/gazette/2020/49_VI_4.pdf,2020-12-02,49,False,https://web.archive.org/web/20220813224418/http://www.stationeryprinting.tn.gov.in/gazette/2020/49_VI_4.pdf,2022-08-13 22:44:18
5336,8. Part VI-Section 2,"Notifications of interest to a section of the public issued by Heads of Departments, etc. GOVERNMENT EXAMINATIONS / EDUCATIONAL OFFICERS - Loss of Certififi cates",http://www.stationeryprinting.tn.gov.in/gazette/2020/49_VI_2.pdf,2020-12-02,49,False,https://web.archive.org/web/20220813224414/http://www.stationeryprinting.tn.gov.in/gazette/2020/49_VI_2.pdf,2022-08-13 22:44:14
5334,5. Part III-Section 1a-T-Sup,"General Statutory Rules, Notifi cations, Orders, Regulations, etc., issued by Secretariat Departments. INDUSTRIES DEPARTMENT - Notifications",http://www.stationeryprinting.tn.gov.in/gazette/2020/49_III_1a_T_Sup.pdf,2020-12-02,49,False,https://web.archive.org/web/20220813224407/http://www.stationeryprinting.tn.gov.in/gazette/2020/49_III_1a_T_Sup.pdf,2022-08-13 22:44:07
5335,7. Part VI-Section 1,"Notifications of interest to the General Public issued by Heads of Departments, Etc. GENERAL NOTIFICATIONS - Winding Up of the aff airs Certain Industrial Co-operative Society Ltd., Appointment of Offi cial Liquidator THE COMMISSIONER OF LAND ADMINISTRATION, CHEPAUK, CHENNAI-600 005 - Acquisition of Lands",http://www.stationeryprinting.tn.gov.in/gazette/2020/49_VI_1.pdf,2020-12-02,49,False,https://web.archive.org/web/20220813224411/http://www.stationeryprinting.tn.gov.in/gazette/2020/49_VI_1.pdf,2022-08-13 22:44:11
5332,3. Part II-Section 2-T-Sup,Notifications or Orders of interest to a section of the public issued by Secretariat Departmen HOUSING AND URBAN DEVELOPMENT DEPARTMENT - Notification,http://www.stationeryprinting.tn.gov.in/gazette/2020/49_II_2_T_Sup.pdf,2020-12-02,49,False,https://web.archive.org/web/20220813224400/http://www.stationeryprinting.tn.gov.in/gazette/2020/49_II_2_T_Sup.pdf,2022-08-13 22:44:00
5330,1. Part I,"Notifications or Orders regarding first appointments, investiture of magisterial powers, etc., issued by Secretariat Departments. I. NOTICE REGARDING GAZETTE EXTRAORDINARY ISSUES PUBLISHED DURING THE WEEK II. NOTICE REGARDING PARTS AND SECTIONS OF THE GAZETTE NOT PUBLISHED DURING THE WEEK",http://www.stationeryprinting.tn.gov.in/gazette/2020/49_I.pdf,2020-12-02,49,False,https://web.archive.org/web/20220813224354/http://www.stationeryprinting.tn.gov.in/gazette/2020/49_I.pdf,2022-08-13 22:43:54
5331,2. Part II-Section 2,Notifications or Orders of interest to a section of the public issued by Secretariat Departmen HOME DEPARTMENT - Delhi Special Police Establishment Act LABOUR AND EMPLOYMENT DEPARTMENT - Minimum Wages Act - Labour Courts for Adjudication,http://www.stationeryprinting.tn.gov.in/gazette/2020/49_II_2.pdf,2020-12-02,49,False,https://web.archive.org/web/20220813224357/http://www.stationeryprinting.tn.gov.in/gazette/2020/49_II_2.pdf,2022-08-13 22:43:57
5341,4. Part III-Section 1a,"General Statutory Rules, Notifi cations, Orders, Regulations, etc., issued by Secretariat Departments. SOCIAL WELFARE AND NUTRITIOUS MEAL PROGRAMME DEPARTMENT - Amendments to the Tamil Nadu Maintenance and Welfare of Parents and Senior Citizens Rules, 2009",http://www.stationeryprinting.tn.gov.in/gazette/2020/48_III_1a.pdf,2020-11-25,48,False,https://web.archive.org/web/20220813224431/http://www.stationeryprinting.tn.gov.in/gazette/2020/48_III_1a.pdf,2022-08-13 22:44:31
5345,8. Part VI-Section 4,Advertisements by private individuals and private institutions PRIVATE ADVERTISEMENTS - Change of Names,http://www.stationeryprinting.tn.gov.in/gazette/2020/48_VI_4.pdf,2020-11-25,48,False,https://web.archive.org/web/20220813224443/http://www.stationeryprinting.tn.gov.in/gazette/2020/48_VI_4.pdf,2022-08-13 22:44:43
5344,7. Part VI-Section 3a,Notifi cations issued by cost recoverable institutions of State and Central Governments. JUDICIAL NOTIFICATIONS - Insolvency Petitions,http://www.stationeryprinting.tn.gov.in/gazette/2020/48_VI_3a.pdf,2020-11-25,48,False,https://web.archive.org/web/20220813224441/http://www.stationeryprinting.tn.gov.in/gazette/2020/48_VI_3a.pdf,2022-08-13 22:44:41
5342,5. Part VI-Section 1,"Notifications of interest to the General Public issued by Heads of Departments, Etc. GENERAL NOTIFICATIONS - Final Closing and Cancellation of Registration of Certain Co-operative Societies in Coimbatore District",http://www.stationeryprinting.tn.gov.in/gazette/2020/48_VI_1.pdf,2020-11-25,48,False,https://web.archive.org/web/20220813224434/http://www.stationeryprinting.tn.gov.in/gazette/2020/48_VI_1.pdf,2022-08-13 22:44:34
5343,6. Part VI-Section 2,"Notifications of interest to a section of the public issued by Heads of Departments, etc. TAMIL NADU ELECTRICITY REGULATION COMMISSION - Regulatory Act",http://www.stationeryprinting.tn.gov.in/gazette/2020/48_VI_2.pdf,2020-11-25,48,False,https://web.archive.org/web/20220813224437/http://www.stationeryprinting.tn.gov.in/gazette/2020/48_VI_2.pdf,2022-08-13 22:44:37
5340,3. Part II-Section 2,"Notifications or Orders of interest to a section of the public issued by Secretariat Departmen BACKWARD CLASSES, MOST BACKWARD CLASSES AND MINORITIES WELFARE DEPARTMENT - Kazis Act COMMERCIAL TAXES AND REGISTRATION DEPARTMENT - Indian Stamp Act CO-OPERATION, FOOD AND CONSUMER PROTECTION DEPARTMENT - Tamil Nadu Co-operative Societies Act ENVIRONMENT AND FORESTS DEPARTMENT - Water (Prevention and Control of Pollution) Act HIGHER EDUCATION DEPARTMENT - Alagappa University Act - Bharathiar University Act LABOUR AND EMPLOYMENT DEPARTMENT - Industrial Disptes Act - Labour Courts for Adjudication",http://www.stationeryprinting.tn.gov.in/gazette/2020/48_II_2.pdf,2020-11-25,48,False,https://web.archive.org/web/20220813224428/http://www.stationeryprinting.tn.gov.in/gazette/2020/48_II_2.pdf,2022-08-13 22:44:28
5339,2. Part II-Section 1,"Notifications or Orders of specifi c character or of particular interest to the public issued by Secretariat Departments HOME, PROHIBITION AND EXCISE DEPARTMENT - Notification under the Tamil Nadu Prohibition Act - Amendment to Notification",http://www.stationeryprinting.tn.gov.in/gazette/2020/48_II_1.pdf,2020-11-25,48,False,https://web.archive.org/web/20220813224424/http://www.stationeryprinting.tn.gov.in/gazette/2020/48_II_1.pdf,2022-08-13 22:44:24
5338,1. Part I,"Notifications or Orders regarding first appointments, investiture of magisterial powers, etc., issued by Secretariat Departments. I. NOTICE REGARDING GAZETTE EXTRAORDINARY ISSUES PUBLISHED DURING THE WEEK II. NOTICE REGARDING PARTS AND SECTIONS OF THE GAZETTE NOT PUBLISHED DURING THE WEEK",http://www.stationeryprinting.tn.gov.in/gazette/2020/48_I.pdf,2020-11-25,48,False,https://web.archive.org/web/20220813224421/http://www.stationeryprinting.tn.gov.in/gazette/2020/48_I.pdf,2022-08-13 22:44:21
5353,8. Part VI-Section 4,Advertisements by private individuals and private institutions PRIVATE ADVERTISEMENTS - Change of Names - Notices,http://www.stationeryprinting.tn.gov.in/gazette/2020/47_VI_4.pdf,2020-11-18,47,False,https://web.archive.org/web/20220813224524/http://www.stationeryprinting.tn.gov.in/gazette/2020/47_VI_4.pdf,2022-08-13 22:45:24
5346,1. Part I,"Notifications or Orders regarding first appointments, investiture of magisterial powers, etc., issued by Secretariat Departments. I. NOTICE REGARDING GAZETTE EXTRAORDINARY ISSUES PUBLISHED DURING THE WEEK II. NOTICE REGARDING PARTS AND SECTIONS OF THE GAZETTE NOT PUBLISHED DURING THE WEEK",http://www.stationeryprinting.tn.gov.in/gazette/2020/47_I.pdf,2020-11-18,47,False,https://web.archive.org/web/20220813224447/http://www.stationeryprinting.tn.gov.in/gazette/2020/47_I.pdf,2022-08-13 22:44:47
5348,3. Part II-Section 2,Notifications or Orders of interest to a section of the public issued by Secretariat Departmen HOME DEPARTMENT - SC - Medals - Police Department HOME DEPARTMENT - Tamil Nadu Civil Courts Act - Amendment to Notification LABOUR AND EMPLOYMENT DEPARTMENT -Industrial Tribunal for Adjudication RURAL DEVELOPMENT AND PANCHAYAT RAJ DEPARTMENT - Tamil Nadu Panchayats Act,http://www.stationeryprinting.tn.gov.in/gazette/2020/47_II_2.pdf,2020-11-18,47,False,https://web.archive.org/web/20220813224453/http://www.stationeryprinting.tn.gov.in/gazette/2020/47_II_2.pdf,2022-08-13 22:44:53
5349,4. Part III-Section 1a,"General Statutory Rules, Notifi cations, Orders, Regulations, etc., issued by Secretariat Departments. BACKWARD CLASSES, MOST BACKWARD CLASSES AND MINORITIES WELFARE DEPARTMENT - Amendments to the Tamil Nadu Wakf Rules, 2000.",http://www.stationeryprinting.tn.gov.in/gazette/2020/47_III_1a.pdf,2020-11-18,47,False,https://web.archive.org/web/20220813224456/http://www.stationeryprinting.tn.gov.in/gazette/2020/47_III_1a.pdf,2022-08-13 22:44:56
5350,5. Part III-Section 2,"Statutory Notifications and Orders issued by Heads of Departments. JUDICIAL NOTIFICATIONS - Madras High Court E-Filing Rules, 2020.",http://www.stationeryprinting.tn.gov.in/gazette/2020/47_III_2.pdf,2020-11-18,47,False,https://web.archive.org/web/20220813224500/http://www.stationeryprinting.tn.gov.in/gazette/2020/47_III_2.pdf,2022-08-13 22:45:00
5351,6. Part VI-Section 1,"Notifications of interest to the General Public issued by Heads of Departments, Etc. GENERAL NOTIFICATIONS - Final Closing and Cancellation of Registration of Ind. No. 01/DGL/2010 (U/L) The Dindigul District Sthapathigal and Temple Products Manufactures Industrial Co-operative Society Ltd. THE COMMISSIONER OF LAND ADMINISTRATION CHEPAUK, CHENNAI-600 005 - Acquisition of Lands",http://www.stationeryprinting.tn.gov.in/gazette/2020/47_VI_1.pdf,2020-11-18,47,False,https://web.archive.org/web/20220813224518/http://www.stationeryprinting.tn.gov.in/gazette/2020/47_VI_1.pdf,2022-08-13 22:45:18
5352,7. Part VI-Section 3b,"Notifications issued by Quasi - Government bodies and Public Sector undertakings. THE TAMIL NADU DR. M.G.R. MEDICAL UNIVERSITY, CHENNAI - Notice of Election UNIVERSITY AUTHORITIES - Tamil University, Thanjavur",http://www.stationeryprinting.tn.gov.in/gazette/2020/47_VI_3b.pdf,2020-11-18,47,False,https://web.archive.org/web/20220813224521/http://www.stationeryprinting.tn.gov.in/gazette/2020/47_VI_3b.pdf,2022-08-13 22:45:21
5347,2. Part II-Section 1,"Notifications or Orders of specifi c character or of particular interest to the public issued by Secretariat Departments ENVIRONMENT AND FORESTS DEPARTMENT - Development of Integrated Common Hazardous Waste Treatment Storage, Disposal and Recycling Facilities for Undurmikidakulam Village, Thiruchuli Taluk, Virudhunager District",http://www.stationeryprinting.tn.gov.in/gazette/2020/47_II_1.pdf,2020-11-18,47,False,https://web.archive.org/web/20220813224450/http://www.stationeryprinting.tn.gov.in/gazette/2020/47_II_1.pdf,2022-08-13 22:44:50
5355,2. Part II-Section 2,"Notifications or Orders of interest to a section of the public issued by Secretariat Departmen COMMERCIAL TAXES AND REGISTRATION DEPARTMENT - Indian Stamp Act - Notification - Registration Act - Notification ENERGY DEPARTMENT - Electricity Act HIGHWAYS AND MINOR PORTS DEPARTMENT - Acquisition of Lands HOME DEPARTMENT - Code of Criminal Procedure - Amendment to Notification - Indian Christian Marriage Act LABOUR AND EMPLOYMENT DEPARTMENT - Employees State Insurance Act - Industrial Tribunal for Adjudication SOCIAL WELFARE AND NUTRITIOUS MEAL PROGRAMME DEPARTMENT - The Juvenile Justice (Care and Protection of Children) Act, 2015",http://www.stationeryprinting.tn.gov.in/gazette/2020/46_II_2.pdf,2020-11-11,46,False,https://web.archive.org/web/20220813224531/http://www.stationeryprinting.tn.gov.in/gazette/2020/46_II_2.pdf,2022-08-13 22:45:31
5356,3. Part II-Section 2-T-Sup,Notifications or Orders of interest to a section of the public issued by Secretariat Departments. LABOUR AND EMPLOYMENT DEPARTMENT - Notification,http://www.stationeryprinting.tn.gov.in/gazette/2020/46_II_2_T_Sup.pdf,2020-11-11,46,False,https://web.archive.org/web/20220813224534/http://www.stationeryprinting.tn.gov.in/gazette/2020/46_II_2_T_Sup.pdf,2022-08-13 22:45:34
5357,4. Part IV-Section 2-T-Sup,Tamil Nadu Acts and Ordinances Act No. 19 of 2020,http://www.stationeryprinting.tn.gov.in/gazette/2020/46_IV_2_T_Sup.pdf,2020-11-11,46,False,https://web.archive.org/web/20220813224537/http://www.stationeryprinting.tn.gov.in/gazette/2020/46_IV_2_T_Sup.pdf,2022-08-13 22:45:37
